Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,Maine,Female,35-44 years,,56,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,45-54 years,,123,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,55-64 years,,292,17,0,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,65-74 years,,575,39,0,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,75-84 years,22,851,64,,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,85 years and over,36,"1,400",92,,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maine,Female,All ages,71,"3,359",225,12,15,299,
07/22/2020,02/01/2020,07/11/2020,Maine,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Maine Total,All,All Ages,130,"7,118",492,26,31,627,
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,Under 1 year,0,69,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,5-14 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,15-24 years,,212,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,25-34 years,27,499,21,12,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,35-44 years,59,624,36,21,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,45-54 years,112,961,77,42,,150,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,55-64 years,284,"2,335",226,110,12,410,
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,65-74 years,386,"3,032",342,158,,578,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,75-84 years,522,"3,337",456,205,14,787,
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,85 years and over,442,"3,236",399,155,17,699,
07/22/2020,02/01/2020,07/11/2020,Maryland,Male,All ages,"1,836","14,325","1,561",704,60,"2,746",
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,Under 1 year,0,67,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,1-4 years,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,5-14 years,0,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,15-24 years,,66,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,25-34 years,,232,12,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,35-44 years,20,303,18,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,45-54 years,67,598,56,25,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,55-64 years,156,"1,466",142,59,13,251,
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,65-74 years,322,"2,385",293,141,15,488,
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,75-84 years,470,"3,333",376,178,18,683,
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,85 years and over,740,"5,502",554,220,16,"1,086",
07/22/2020,02/01/2020,07/11/2020,Maryland,Female,All ages,"1,786","13,978","1,456",630,66,"2,669",
07/22/2020,02/01/2020,07/11/2020,Maryland,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Maryland Total,All,All Ages,"3,622","28,303","3,017","1,334",126,"5,415",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,Under 1 year,0,65,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,5-14 years,0,13,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,15-24 years,,130,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,25-34 years,10,385,11,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,35-44 years,30,581,25,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,45-54 years,93,969,61,37,,122,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,55-64 years,326,"2,348",267,153,17,456,
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,65-74 years,704,"3,534",522,282,18,962,
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,75-84 years,"1,116","4,469",770,445,25,"1,466",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,85 years and over,"1,345","5,121",874,506,20,"1,731",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Male,All ages,"3,628","17,624","2,532","1,437",90,"4,810",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,Under 1 year,0,46,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,15-24 years,,65,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,25-34 years,,185,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,35-44 years,13,273,10,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,45-54 years,64,523,34,18,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,55-64 years,191,"1,336",148,89,,256,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,65-74 years,476,"2,537",333,200,10,619,
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,75-84 years,"1,015","4,279",633,371,19,"1,296",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,85 years and over,"2,358","8,762","1,179",673,30,"2,892",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Female,All ages,"4,125","18,020","2,347","1,360",72,"5,179",
07/22/2020,02/01/2020,07/11/2020,Massachusetts,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Massachusetts Total,All,All Ages,"7,753","35,644","4,879","2,797",162,"9,989",
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,Under 1 year,0,160,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,1-4 years,0,22,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,5-14 years,0,40,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,15-24 years,,318,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,25-34 years,25,640,23,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,35-44 years,57,873,43,26,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,45-54 years,197,"1,801",155,96,12,268,
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,55-64 years,424,"4,164",408,214,18,636,
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,65-74 years,777,"6,030",750,401,36,"1,161",
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,75-84 years,809,"6,566",853,418,22,"1,263",
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,85 years and over,626,"6,114",666,313,18,997,
07/22/2020,02/01/2020,07/11/2020,Michigan,Male,All ages,"2,917","26,728","2,910","1,479",115,"4,459",
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,Under 1 year,0,153,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,1-4 years,0,20,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,5-14 years,,27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,15-24 years,,104,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,25-34 years,13,306,13,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,35-44 years,31,476,30,15,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,45-54 years,116,"1,071",103,61,10,168,
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,55-64 years,266,"2,588",275,140,25,426,
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,65-74 years,554,"4,473",542,290,30,836,
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,75-84 years,664,"6,098",651,320,29,"1,023",
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,85 years and over,"1,029","10,040",927,434,23,"1,545",
07/22/2020,02/01/2020,07/11/2020,Michigan,Female,All ages,"2,678","25,356","2,548","1,267",125,"4,083",
07/22/2020,02/01/2020,07/11/2020,Michigan,Unknown,All ages,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Michigan Total,All,All Ages,"5,596","52,089","5,459","2,747",240,"8,543",
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,Under 1 year,0,75,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,1-4 years,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,5-14 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,15-24 years,0,135,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,25-34 years,,248,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,35-44 years,,326,10,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,45-54 years,23,608,45,10,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,55-64 years,75,"1,533",97,29,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,65-74 years,135,"2,289",177,48,15,278,
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,75-84 years,217,"2,855",255,59,14,427,
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,85 years and over,259,"3,233",274,59,12,486,
07/22/2020,02/01/2020,07/11/2020,Minnesota,Male,All ages,719,"11,339",868,207,59,"1,438",
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,Under 1 year,0,46,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,1-4 years,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,15-24 years,0,53,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,25-34 years,,125,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Minnesota,Female,35-44 years,,197,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
